   1: UNIQUE_HIDEOUT                                                   : Hideout Construction Kit
4949: T4_ARMOR_CLOTH_MORGANA@2                                         : Adept's Cultist Robe
4950: T4_ARMOR_CLOTH_MORGANA@3                                         : Adept's Cultist Robe
4951: T4_ARMOR_CLOTH_MORGANA@4                                         : Adept's Cultist Robe
4952: T5_ARMOR_CLOTH_MORGANA                                           : Expert's Cultist Robe
4953: T5_ARMOR_CLOTH_MORGANA@1                                         : Expert's Cultist Robe
4954: T5_ARMOR_CLOTH_MORGANA@2                                         : Expert's Cultist Robe
4955: T5_ARMOR_CLOTH_MORGANA@3                                         : Expert's Cultist Robe
4956: T5_ARMOR_CLOTH_MORGANA@4                                         : Expert's Cultist Robe
4957: T6_ARMOR_CLOTH_MORGANA                                           : Master's Cultist Robe
4958: T6_ARMOR_CLOTH_MORGANA@1                                         : Master's Cultist Robe
4959: T6_ARMOR_CLOTH_MORGANA@2                                         : Master's Cultist Robe
4960: T6_ARMOR_CLOTH_MORGANA@3                                         : Master's Cultist Robe
4961: T6_ARMOR_CLOTH_MORGANA@4                                         : Master's Cultist Robe
4962: T7_ARMOR_CLOTH_MORGANA                                           : Grandmaster's Cultist Robe
4963: T7_ARMOR_CLOTH_MORGANA@1                                         : Grandmaster's Cultist Robe
4964: T7_ARMOR_CLOTH_MORGANA@2                                         : Grandmaster's Cultist Robe
4965: T7_ARMOR_CLOTH_MORGANA@3                                         : Grandmaster's Cultist Robe
4966: T7_ARMOR_CLOTH_MORGANA@4                                         : Grandmaster's Cultist Robe
4967: T8_ARMOR_CLOTH_MORGANA                                           : Elder's Cultist Robe
4968: T8_ARMOR_CLOTH_MORGANA@1                                         : Elder's Cultist Robe
4969: T8_ARMOR_CLOTH_MORGANA@2                                         : Elder's Cultist Robe
4970: T8_ARMOR_CLOTH_MORGANA@3                                         : Elder's Cultist Robe
4971: T8_ARMOR_CLOTH_MORGANA@4                                         : Elder's Cultist Robe
4972: T4_SHOES_CLOTH_MORGANA                                           : Adept's Cultist Sandals
4973: T4_SHOES_CLOTH_MORGANA@1                                         : Adept's Cultist Sandals
4974: T4_SHOES_CLOTH_MORGANA@2                                         : Adept's Cultist Sandals
4975: T4_SHOES_CLOTH_MORGANA@3                                         : Adept's Cultist Sandals
4976: T4_SHOES_CLOTH_MORGANA@4                                         : Adept's Cultist Sandals
4977: T5_SHOES_CLOTH_MORGANA                                           : Expert's Cultist Sandals
4978: T5_SHOES_CLOTH_MORGANA@1                                         : Expert's Cultist Sandals
4979: T5_SHOES_CLOTH_MORGANA@2                                         : Expert's Cultist Sandals
4980: T5_SHOES_CLOTH_MORGANA@3                                         : Expert's Cultist Sandals
4981: T5_SHOES_CLOTH_MORGANA@4                                         : Expert's Cultist Sandals
4982: T6_SHOES_CLOTH_MORGANA                                           : Master's Cultist Sandals
4983: T6_SHOES_CLOTH_MORGANA@1                                         : Master's Cultist Sandals
4984: T6_SHOES_CLOTH_MORGANA@2                                         : Master's Cultist Sandals
4985: T6_SHOES_CLOTH_MORGANA@3                                         : Master's Cultist Sandals
4986: T6_SHOES_CLOTH_MORGANA@4                                         : Master's Cultist Sandals
4987: T7_SHOES_CLOTH_MORGANA                                           : Grandmaster's Cultist Sandals
4988: T7_SHOES_CLOTH_MORGANA@1                                         : Grandmaster's Cultist Sandals
4989: T7_SHOES_CLOTH_MORGANA@2                                         : Grandmaster's Cultist Sandals
4990: T7_SHOES_CLOTH_MORGANA@3                                         : Grandmaster's Cultist Sandals
4991: T7_SHOES_CLOTH_MORGANA@4                                         : Grandmaster's Cultist Sandals
4992: T8_SHOES_CLOTH_MORGANA                                           : Elder's Cultist Sandals
4993: T8_SHOES_CLOTH_MORGANA@1                                         : Elder's Cultist Sandals
4994: T8_SHOES_CLOTH_MORGANA@2                                         : Elder's Cultist Sandals
4995: T8_SHOES_CLOTH_MORGANA@3                                         : Elder's Cultist Sandals
4996: T8_SHOES_CLOTH_MORGANA@4                                         : Elder's Cultist Sandals
4997: T4_HEAD_CLOTH_FEY                                                : Adept's Feyscale Hat
4998: T4_HEAD_CLOTH_FEY@1                                              : Adept's Feyscale Hat
4999: T4_HEAD_CLOTH_FEY@2                                              : Adept's Feyscale Hat
5000: T4_HEAD_CLOTH_FEY@3                                              : Adept's Feyscale Hat
5001: T4_HEAD_CLOTH_FEY@4                                              : Adept's Feyscale Hat
5002: T5_HEAD_CLOTH_FEY                                                : Expert's Feyscale Hat
5003: T5_HEAD_CLOTH_FEY@1                                              : Expert's Feyscale Hat
5004: T5_HEAD_CLOTH_FEY@2                                              : Expert's Feyscale Hat
5005: T5_HEAD_CLOTH_FEY@3                                              : Expert's Feyscale Hat
5006: T5_HEAD_CLOTH_FEY@4                                              : Expert's Feyscale Hat
5007: T6_HEAD_CLOTH_FEY                                                : Master's Feyscale Hat
5008: T6_HEAD_CLOTH_FEY@1                                              : Master's Feyscale Hat
5009: T6_HEAD_CLOTH_FEY@2                                              : Master's Feyscale Hat
5010: T6_HEAD_CLOTH_FEY@3                                              : Master's Feyscale Hat
5011: T6_HEAD_CLOTH_FEY@4                                              : Master's Feyscale Hat
5012: T7_HEAD_CLOTH_FEY                                                : Grandmaster's Feyscale Hat
5013: T7_HEAD_CLOTH_FEY@1                                              : Grandmaster's Feyscale Hat
5014: T7_HEAD_CLOTH_FEY@2                                              : Grandmaster's Feyscale Hat
5015: T7_HEAD_CLOTH_FEY@3                                              : Grandmaster's Feyscale Hat
5016: T7_HEAD_CLOTH_FEY@4                                              : Grandmaster's Feyscale Hat
5017: T8_HEAD_CLOTH_FEY                                                : Elder's Feyscale Hat
5018: T8_HEAD_CLOTH_FEY@1                                              : Elder's Feyscale Hat
5019: T8_HEAD_CLOTH_FEY@2                                              : Elder's Feyscale Hat
5020: T8_HEAD_CLOTH_FEY@3                                              : Elder's Feyscale Hat
5021: T8_HEAD_CLOTH_FEY@4                                              : Elder's Feyscale Hat
5022: T4_ARMOR_CLOTH_FEY                                               : Adept's Feyscale Robe
5023: T4_ARMOR_CLOTH_FEY@1                                             : Adept's Feyscale Robe
5024: T4_ARMOR_CLOTH_FEY@2                                             : Adept's Feyscale Robe
5025: T4_ARMOR_CLOTH_FEY@3                                             : Adept's Feyscale Robe
5026: T4_ARMOR_CLOTH_FEY@4                                             : Adept's Feyscale Robe
5027: T5_ARMOR_CLOTH_FEY                                               : Expert's Feyscale Robe
5028: T5_ARMOR_CLOTH_FEY@1                                             : Expert's Feyscale Robe
5029: T5_ARMOR_CLOTH_FEY@2                                             : Expert's Feyscale Robe
5030: T5_ARMOR_CLOTH_FEY@3                                             : Expert's Feyscale Robe
5031: T5_ARMOR_CLOTH_FEY@4                                             : Expert's Feyscale Robe
5032: T6_ARMOR_CLOTH_FEY                                               : Master's Feyscale Robe
5033: T6_ARMOR_CLOTH_FEY@1                                             : Master's Feyscale Robe
5034: T6_ARMOR_CLOTH_FEY@2                                             : Master's Feyscale Robe
5035: T6_ARMOR_CLOTH_FEY@3                                             : Master's Feyscale Robe
5036: T6_ARMOR_CLOTH_FEY@4                                             : Master's Feyscale Robe
5037: T7_ARMOR_CLOTH_FEY                                               : Grandmaster's Feyscale Robe
5038: T7_ARMOR_CLOTH_FEY@1                                             : Grandmaster's Feyscale Robe
5039: T7_ARMOR_CLOTH_FEY@2                                             : Grandmaster's Feyscale Robe
5040: T7_ARMOR_CLOTH_FEY@3                                             : Grandmaster's Feyscale Robe
5041: T7_ARMOR_CLOTH_FEY@4                                             : Grandmaster's Feyscale Robe
5042: T8_ARMOR_CLOTH_FEY                                               : Elder's Feyscale Robe
5043: T8_ARMOR_CLOTH_FEY@1                                             : Elder's Feyscale Robe
5044: T8_ARMOR_CLOTH_FEY@2                                             : Elder's Feyscale Robe
5045: T8_ARMOR_CLOTH_FEY@3                                             : Elder's Feyscale Robe
5046: T8_ARMOR_CLOTH_FEY@4                                             : Elder's Feyscale Robe
5047: T4_SHOES_CLOTH_FEY                                               : Adept's Feyscale Sandals
5048: T4_SHOES_CLOTH_FEY@1                                             : Adept's Feyscale Sandals
5049: T4_SHOES_CLOTH_FEY@2                                             : Adept's Feyscale Sandals
5050: T4_SHOES_CLOTH_FEY@3                                             : Adept's Feyscale Sandals
5051: T4_SHOES_CLOTH_FEY@4                                             : Adept's Feyscale Sandals
5052: T5_SHOES_CLOTH_FEY                                               : Expert's Feyscale Sandals
5053: T5_SHOES_CLOTH_FEY@1                                             : Expert's Feyscale Sandals
5054: T5_SHOES_CLOTH_FEY@2                                             : Expert's Feyscale Sandals
5055: T5_SHOES_CLOTH_FEY@3                                             : Expert's Feyscale Sandals
5056: T5_SHOES_CLOTH_FEY@4                                             : Expert's Feyscale Sandals
5057: T6_SHOES_CLOTH_FEY                                               : Master's Feyscale Sandals
5058: T6_SHOES_CLOTH_FEY@1                                             : Master's Feyscale Sandals
5059: T6_SHOES_CLOTH_FEY@2                                             : Master's Feyscale Sandals
5060: T6_SHOES_CLOTH_FEY@3                                             : Master's Feyscale Sandals
5061: T6_SHOES_CLOTH_FEY@4                                             : Master's Feyscale Sandals
5062: T7_SHOES_CLOTH_FEY                                               : Grandmaster's Feyscale Sandals
5063: T7_SHOES_CLOTH_FEY@1                                             : Grandmaster's Feyscale Sandals
5064: T7_SHOES_CLOTH_FEY@2                                             : Grandmaster's Feyscale Sandals
